record_id,source_title,source_url_or_ref,author_name,source_language,source_type,published_at,trip_time_start,trip_time_end,trip_style,summary_zh,item_name_raw,item_name_zh,item_name_en,category,status_recommend,container_recommend,quantity_recommend,brand_raw,brand_normalized,reason_raw,source_quote_or_timecode,confidence_item,record_status
PKH-SUS-011,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,REI Co-op COOLMAX EcoMade Everyday Low Socks (x3),,REI Co-op COOLMAX EcoMade Everyday Low Socks (x3),clothing,to_pack,undecided,3,REI Co-op COOLMAX,,"Put your best foot forward when you opt for socks made from recycled water bottles. While we prefer to go the reusable bottle route, not everyone does, and you can feel like you’re doing your part to rid the world of plastic when you pull on these socks. The basic style goes with many casual looks, and the COOLMAX® EcoMade polyester will keep you from overheating when climbing a sunny slope.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/rei/co-op-coolmax-ecomade-everyday-low-socks/),3,draft
PKH-SUS-012,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,Conscious Step Socks that Protect Sloths,,Conscious Step Socks that Protect Sloths,clothing,to_pack,undecided,,Conscious Step Socks,,"Why pick from stripes, solids, or plaid when you can choose socks that sport an adorable animal and support them with your purchase? We’re digging the comfort and cuteness of these socks adorned with sloths, although you can also opt to support LBGT rights or protect the oceans if you choose Conscious Step Socks with a different design. While the look isn’t for everyone, you may come around to the Sloth Side when you learn that the company donates a dollar to Conservation International with ever",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/conscious-step/socks-that-protect-sloths/),3,draft
PKH-SUS-013,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,Cotopaxi Do Good T-Shirt,,Cotopaxi Do Good T-Shirt,clothing,to_pack,undecided,,Cotopaxi Do Good,,"Who doesn’t love a fun t-shirt? The Do Good T-Shirt from Cotopaxi doesn’t just brighten your mood when you put it on, but it’s crafted with the environment in mind. With a blend of 60% organic cotton and 40% recycled polyester, this Fair Trade Certified shirt is comfortable and lets folks you run into on your journey know you’re ready for a fun time while being sustainable.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/cotopaxi/do-good-t-shirt/) | [$35.00 on Cotopaxi](https://cotopaxi.pxf.io/c/1259410/2168919/27792?u=https%3A%2F%2Fwww.cotopaxi.com%2Fcollections%2Fmens-graphic-tees-sweatshirts&partnerpropertyid=1129153) [$35.00 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fb%2Fcotopaxi%2Fc%2Fmens-t-shirts) [$35.00 on Cotopaxi](https://cotopaxi.pxf.io/c/1259410/2168919/27792?u=https%3A%2F%2Fwww.cotopaxi.com%2Fproducts%2Fdo-good-t-shirt-womens-4%3Fvariant%3D41856695828541&partnerpropertyid=1129153) [$35.00 on Public Lands](https://public-lands.sjv.io/jrY9YP),3,draft
PKH-SUS-014,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,Cotopaxi Paseo Travel Pocket T-Shirt,,Cotopaxi Paseo Travel Pocket T-Shirt,clothing,to_pack,undecided,,Cotopaxi Paseo Travel,,"Some t-shirts are a big step up from the dingy ones you wear at home while writing gear reviews; the Cotopaxi Paseo is evidence of that. It’s crafted from recycled polyester and TENCEL lyocell, making for an uber-soft shirt that can be dressed up or down. In addition to looking nice, it’s comfortable enough to be worn on long flights. Depending on the colorway, the shirt shows sweat reasonably easily, so choose accordingly!",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/cotopaxi/paseo-travel-pocket-t-shirt/) | [$55.00 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fc%2Fwomens-t-shirts) [$55.00 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fb%2Fcotopaxi%2Fc%2Fmens-hiking-shirts),3,draft
PKH-SUS-015,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,prAna Everyday Tank,,prAna Everyday Tank,clothing,to_pack,undecided,,prAna Everyday Tank,,"As a brand, prAna uses plenty of eco-friendly materials, like the recycled polyester in this tank. It’s combined with natural hemp for a casual, comfortable top you’ll be happy to wear for many excursions. Toss it over your tank at the pool or beach to cut down on the amount of sunscreen you have to slather on. It’s rated UPF 30, so it will block some of the sun’s rays without the use of added chemicals. Or pair it with additional layers to stay warm and cozy in cooler weather.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/prana/womens-cozy-up-tank/) | [$45.00 on prAna](https://www.kqzyfj.com/click-8442874-13650531?url=https%3A%2F%2Fwww.prana.com%2Fp%2Feveryday-tank%2F2057081.html) [$44.95 on Amazon](https://www.amazon.com/dp/B0925C3VF7?tag=23ph-20&linkCode=ogi&th=1&psc=1),3,draft
PKH-SUS-016,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,Icebreaker Women’s Sphere II Tank Top,,Icebreaker Women’s Sphere II Tank Top,clothing,to_pack,undecided,,Icebreaker Women,,"If you’ve booked a sunrise yoga session, toss on this tank to be ready to take on the Warriors—1, 2, and 3. Its TENCEL™ lyocell fibers come from sustainable eucalyptus plantations, and the Merino wool fibers meet Responsible Wool Standard equivalency. Together, they create a comfortable and moisture-wicking tank that will look great in your vacation photos, especially if you go with the Vibrant Earth Heather colorway like us. It’s on the longer side, so you’ll keep covered as you stretch from Mo",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/icebreaker/womens-sphere-ii-tank-top/) | [$70.00 on Icebreaker](https://icebreakeravfcompany.sjv.io/c/1259410/2024440/25168?u=https%3A%2F%2Fwww.icebreaker.com%2Fen-us%2Fhome) [$70.00 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fb%2Ficebreaker%2Fc%2Fwomens-tank-tops) [$70.00 on Public Lands](https://public-lands.sjv.io/3enr4A),3,draft
PKH-SUS-017,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,REI Co-op Merino 185 Base Layer Top,,REI Co-op Merino 185 Base Layer Top,clothing,to_pack,undecided,,REI Co-op Merino,,"Sustainability and a capsule wardrobe go hand in hand. After all, buying and packing less is better for the planet, right? A base layer like this looks great on its own or paired with a tee or a sweatshirt for extra warmth. It’s Fair Trade Certified™ and uses Responsible Wool Standard materials, and Merino wool has a lot of benefits for travel as it is. It’s lightweight, breathable, and naturally antimicrobial, so you won’t have to wash it each time you wear it. However, while it feels supremely",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/rei/co-op-merino-185-base-layer-top/) | [$69.95 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F192914%2Frei-co-op-merino-185-base-layer-top-mens) [$69.95 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F192865%2Frei-co-op-merino-185-base-layer-top-womens),3,draft
PKH-SUS-018,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,Patagonia Capilene Cool Daily Shirt,,Patagonia Capilene Cool Daily Shirt,clothing,to_pack,undecided,,Patagonia Capilene Cool,,"We all need a shirt that can do just about anything. For this list, it’s the Patagonia Capilene Cool Lightweight Shirt. This thing fits the bill for any activity you might run into while traveling, from a morning workout to walking across an unfamiliar island town accessible by boat. It’s a little sporty but blends is neutral enough to look like a basic t-shirt in most travel environments. Since it’s Fair Trade Certified™ sewn and meets bluesign® criteria, it’s good for people and the planet, wh",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/patagonia/capilene-cool-daily-shirt/) | [$45.00 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F143349%2Fpatagonia-capilene-cool-daily-shirt-mens&partnerpropertyid=1129153) [$45.00 on REI](https://rei.pxf.io/X4xeqX),3,draft
PKH-SUS-019,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,Fjallraven Ovik Fleece Half-Zip Pullover,,Fjallraven Ovik Fleece Half-Zip Pullover,clothing,to_pack,undecided,,Fjallraven Ovik Fleece,,"Not every trip calls for a suit and tie, but it’s nice to have a piece of gear you can dress up in case you meet someone special or want to go to a fancy event a local tells you about at the coffee shop. The Fjallraven Ovik Fleece Half-Zip Pullover utilizes recycled polyester and looks dressy enough for a fancy occasion yet casual enough for a walk through the park. It isn’t very small or lightweight, so it takes up a lot of space in your packing cube. However, it layers well and keeps you warm ",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/fjallraven/ovik-fleece-half-zip-pullover/) | [$160.00 on Fjallraven](https://www.avantlink.com/click.php?tt=el&merchant_id=e7ae9480-f2d2-4d85-a178-7239a23edc7a&website_id=a96d6cb1-b2bd-48b9-b5e5-4bed31cb2e84&url=https%3A%2F%2Fwww.fjallraven.com%2Fus%2Fen-us%2Fmen%2Ftops%2Fsweaters-knitwear%2Fovik-fleece-zip-sweater-m%3F_t_q%3DOvik%2B%26_t_hit.id%3DLuminos_Storefront_Web_Features_Catalog_Product_Domain_CommonProduct%2FCatalogContent_9b7a51f8-2cf1-4496-ad01-0eadbe8c93a6_en-US%26_t_hit.pos%3D10%26_t_tags%3Dandquerymatch%2Clanguage%3Aen%2Csiteid%3A162d49d9-f0ac-4d2d-a110-e8143f6ca828%26_t_id%3DsE0mnpI2dY76_ws36yLUrw%3D%3D%26v%,3,draft
PKH-SUS-020,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,The North Face Wander Shorts,,The North Face Wander Shorts,clothing,to_pack,undecided,,The North Face,,"Athletic shorts might be too casual for some occasions, but they’re comfortable and keep you going all day long. Plus, you can opt for a neutral colorway that makes them more versatile. The North Face Wander Shorts will be comfy from dawn until dusk, whether you’re partaking in morning workouts or night market drinking events in warm climates. They’re manufactured using recycled polyester, which is a great shout from a sustainability standpoint. These won’t look the part for a walk through the V",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/the-north-face/wander-shorts/),3,draft
PKH-SUS-021,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,Vuori Men’s Cruise Board Shorts,,Vuori Men’s Cruise Board Shorts,clothing,to_pack,undecided,,Vuori Men,,"Grabbing gear that can do more is essential for lowering your fabric footprint, and the Vuori Cruise Board Shorts do just that. You can wear these to hit the beach, walk across the city, or sleep in if you run into a pajama problem. They’re made using 50% recycled polyester, 38% upcycled coconut, and 12% spandex, which offers some stretch. The pattern is fun and feels like vacation, which starts each day on the right foot. The look might not be for everyone, though; they look like board shorts, ",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/vuori/mens-cruise-board-shorts/) | [$74.00 on Vuori](https://www.awin1.com/cread.php?awinmid=33371&awinaffid=461092&ued=https%3A%2F%2Fvuoriclothing.com%2Fproducts%2Fcruise-boardshort-hazel-micro-dot) [$74.00 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F113111%2Fvuori-cruise-board-shorts-mens-185-outseam),3,draft
PKH-SUS-022,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,The North Face Men’s Winter Warm Essential Pants,,The North Face Men’s Winter Warm Essential Pants,clothing,to_pack,undecided,,The North Face,,"When looking at traveling from a sustainable angle, even your sweatpants should be able to do the most. The North Face Winter Warm Essential Pants are manufactured using recycled materials and can be worn on almost any occasion outside the boardroom. Their warmth-to-weight ratio is fantastic, they’re quite comfortable, and the fabric is breathable enough to wear all day. They look a little sporty, but that’s a small price for all-day comfort.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/the-north-face/mens-winter-warm-essential-pants/),3,draft
PKH-SUS-023,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,prAna Men’s Alameda Pant,,prAna Men’s Alameda Pant,clothing,to_pack,undecided,,prAna Men,,"The prAna Alameda Pants are manufactured using 95% recycled nylon and 5% elastane, so they’re sustainable and have enough stretch to accommodate the ups and downs of travel. They can get a bit sweaty in the heat, but they can be dressed up for fancier events, get by on the trail, and are comfortable all day long. Their sleek colorway options look good with any outfit, so picking one is easy. The materials are durable, too, so you don’t have to worry about them wearing out mid-trip.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/prana/mens-alameda-pant/) | [$63.73 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fb%2Fprana%2Fc%2Fmens-casual-pants) [$85.00 on prAna](https://www.anrdoezrs.net/click-8442874-13650531?url=https%3A%2F%2Fwww.prana.com%2Fp%2Falameda-pant%2F1965051.html),3,draft
PKH-SUS-024,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,Arcade Blackwood Belt,,Arcade Blackwood Belt,clothing,to_pack,undecided,,Arcade Blackwood Belt,,"The Arcade Belts Blackwood Belt has sustainability on its mind and makes trips through airport security a breeze. Utilizing an 85% REPREVE recycled polyester composition, this belt is durable and has enough stretch for big meals on the road. Plus, it has no metal buckle, so you won’t have to remove it at the airport when going through security. You should always listen if a security officer asks you to remove it—but we’ve gotten by without taking it off countless times!",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/arcade/blackwood-belt/) | [$21.93 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F224561%2Farcade-belts-blackwood-belt) [$31.95 on Arcade](https://www.avantlink.com/click.php?tt=el&merchant_id=8eaa1164-69ae-4e7a-8a74-30b725b1fd9e&website_id=a96d6cb1-b2bd-48b9-b5e5-4bed31cb2e84&url=https%3A%2F%2Farcadebelts.com%2Fproducts%2Fblackwood-web-belt-ivy-green) [$19.17 on Backcountry](http://classic.avantlink.com/click.php?p=264345&pw=226489&pt=3&pri=1910212&tt=df),3,draft
PKH-SUS-025,Earth Friendly Sustainable Packing List,https://www.packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,Pack Hacker,en,article,,,,sustainable / eco-friendly / one bag,强调环保材料、耐用性与公平生产标准的可持续旅行清单。,REI Co-op Merino 185 Long-Sleeve Base Layer Top,,REI Co-op Merino 185 Long-Sleeve Base Layer Top,clothing,to_pack,undecided,,REI Co-op Merino,,"Sustainability and a capsule wardrobe go hand in hand. After all, buying and packing less is better for the planet, right? A base layer like this looks great on its own or paired with a tee or a sweatshirt for extra warmth. It’s Fair Trade Certified™ and uses Responsible Wool Standard materials, and Merino wool has a lot of benefits for travel as it is. It’s lightweight, breathable, and naturally antimicrobial, so you won’t have to wash it each time you wear it. However, while it feels supremely",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/rei/co-op-merino-185-long-sleeve-base-layer-top/) | [$79.95 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F192863%2Frei-co-op-merino-185-long-sleeve-base-layer-top-womens) [$79.95 on REI](https://rei.pxf.io/c/1259410/1448521/17195?u=https%3A%2F%2Fwww.rei.com%2Fproduct%2F192912%2Frei-co-op-merino-185-long-sleeve-base-layer-top-mens),3,draft
