record_id,source_title,source_url_or_ref,author_name,source_language,source_type,published_at,trip_time_start,trip_time_end,trip_style,summary_zh,item_name_raw,item_name_zh,item_name_en,category,status_recommend,container_recommend,quantity_recommend,brand_raw,brand_normalized,reason_raw,source_quote_or_timecode,confidence_item,record_status,source_logo_url
REI_CAMP_KITCHEN_CHECKLIST-CDP-011,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Portable coffee/tea maker,,Portable coffee/tea maker,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Aluminum foil,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-012,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Measuring cup(s),,Measuring cup(s),other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Measuring spoons,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-013,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Marshmallows/hot-dog-roasting forks,,Marshmallows/hot-dog-roasting forks,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Measuring spoons,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-014,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Camp table(s) or kitchen organizer unit,,Camp table(s) or kitchen organizer unit,nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Hand-crank blender,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-015,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Plates/bowls (at least 1 per person),,Plates/bowls (at least 1 per person),nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Setting the Camp Table,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-016,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Mugs/cups (at least 1 per person),,Mugs/cups (at least 1 per person),nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Setting the Camp Table,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-017,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,"Eating utensils (forks, knives, spoons)",,"Eating utensils (forks, knives, spoons)",nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Setting the Camp Table,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-018,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Tablecloth (and clips),,Tablecloth (and clips),other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Water bottles,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-019,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Ice or ice substitutes,,Ice or ice substitutes,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Camp Kitchen Storage,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-020,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Bear- and/or rodent-resistant food containers,,Bear- and/or rodent-resistant food containers,nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Camp Kitchen Storage,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-021,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Egg holder(s),,Egg holder(s),other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Camp Kitchen Storage,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-022,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Small food containers (for leftovers),,Small food containers (for leftovers),nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Camp Kitchen Storage,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-023,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Large bins or bags (to transport and store kitchen gear),,Large bins or bags (to transport and store kitchen gear),nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Resealable bags,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-024,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Camp sink or wash bin(s),,Camp sink or wash bin(s),camping,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Camp Kitchen Cleanup,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-025,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Pot scrubber/sponge(s),,Pot scrubber/sponge(s),other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Biodegradable soap,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-026,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Trash/recycling bags,,Trash/recycling bags,bags,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Biodegradable soap,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-027,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Cooking oil/nonstick spray,,Cooking oil/nonstick spray,nutrition,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Spices,3,draft,https://www.rei.com/favicon.ico
REI_CAMP_KITCHEN_CHECKLIST-CDP-028,Camp Kitchen Checklist,https://www.rei.com/learn/expert-advice/camp-kitchen-checklist.html,REI Co-op,en,article,,,,camp-kitchen / car-camping / group-cook,REI 营地厨房专项清单，覆盖烹饪、储存、清洁。,Coffee/tea/hot chocolate,,Coffee/tea/hot chocolate,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Spices,3,draft,https://www.rei.com/favicon.ico
