record_id,source_title,source_url_or_ref,author_name,source_language,source_type,published_at,trip_time_start,trip_time_end,trip_style,summary_zh,item_name_raw,item_name_zh,item_name_en,category,status_recommend,container_recommend,quantity_recommend,brand_raw,brand_normalized,reason_raw,source_quote_or_timecode,confidence_item,record_status
PKH-DN-011,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Wool & Prince Button-Down Oxford,,Wool & Prince Button-Down Oxford,clothing,to_pack,undecided,,Wool & Prince,,"You won’t always need to dress up, but the Wool & Prince Button-Down Oxford is great for meeting with clients on the road or going on a date with someone you meet while traveling. There are a ton of different styles and weights available online, so you can find what feels most natural to you.",来源章节: Clothing & Accessories | [See Review & Buying Options](https://www.packhacker.com/travel-gear/wool-prince/button-down-oxford/) | [$128.00 on Wool & Prince](https://shareasale.com/r.cfm?b=1257355&u=1595555&m=83434&urllink=woolandprince%2Ecom%2Fcollections%2Fbutton%2Ddown%2Dshirts%2Fproducts%2Fbutton%2Ddown%2Dblue%2Doxford&afftrack=),3,draft
PKH-DN-012,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Proof Equator Hybrid Short,,Proof Equator Hybrid Short,clothing,to_pack,undecided,,Proof Equator Hybrid,,"Proof's Equator Hybrids is an everyday short made with DWR-treated polyester that breathes nicely and dries quickly. The material is stretchy and breathable, making these travel pants great for long days of walking around. They have a hidden zipper pocket to hold the essentials and a drawcord waistband to hold them in place wherever you are. You can even take them for a swim in a pinch—that's how fast they dry.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/proof/equator-hybrid-short-5-inch/),3,draft
PKH-DN-013,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Outlier New Way Seven-Fives,,Outlier New Way Seven-Fives,clothing,to_pack,undecided,,Outlier New Way,,"From far enough away, the Outlier New Way Shorts pass as a sleek chino. The style is versatile, whether you’re meeting up with some fellow Digital Nomads or spending a day walking around a busy market. These shorts double as swim trunks, too, with lightweight and breathable nylon material and a drawstring for a tailored fit. You get two uses out of one pair—the ultimate win-win.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/outlier/new-way-seven-fives/),3,draft
PKH-DN-014,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,lululemon Pace Breaker Lined Short 5″,,lululemon Pace Breaker Lined Short 5″,clothing,to_pack,undecided,,lululemon Pace Breaker,,"Packing a capsule wardrobe may make you think twice about gear that serves just one purpose, but we like having something for workouts and lounging around on a trip. The Pace Breaker Lined Shorts are polyester and elastane are polyester and spandex, so they don't add much weight to my pack, and they’re incredibly comfortable during long yoga sessions or walks on the beach. We go for the liner version so we don't waste a pair of underwear on a workout, but there's a linerless version if you prefe",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/lululemon/pace-breaker-lined-short-5/),3,draft
PKH-DN-015,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Outlier Easy/co Linen 109s,,Outlier Easy/co Linen 109s,clothing,to_pack,undecided,,Outlier Easy,,"Whether for a travel day or exploring the city, the Outlier Easy/co Linen 109s are the ultimate in comfort and flexibility for just about any activity. We like the casual, loose fit for everyday wear, and they’re great in hot weather, since the cotton/linen blend is super breathable. There are patch pockets and a fifth pocket on the front for your wallet and phone, along with a keyloop in the back, so you can explore without an extra bag if you want.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/outlier/easy-co-linen-109s/),3,draft
PKH-DN-016,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Proof 72-Hour Merino Pant (HB Athletic Tapered),,Proof 72-Hour Merino Pant (HB Athletic Tapered),clothing,to_pack,undecided,,Proof 72-Hour Merino,,"The Proof 72-Hour Merino Pant is a versatile casual pant that looks nice when needed and packs much smaller than other options. Merino wool is great for travel because it's breathable and doesn't need as much washing, so we're happy to find such packable pants in our favorite fabric.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/proof/72-hour-merino-pant-hb-athletic-tapered/),3,draft
PKH-DN-017,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Unbound Merino Ultralight Packable Hoodie,,Unbound Merino Ultralight Packable Hoodie,clothing,to_pack,undecided,,Unbound Merino Ultralight,,"The Unbound Merino Ultralight Packable Travel Hoodie is exactly what it says it is: an ultra-packable extra layer. It fits easily into a small backpack, and it's even more packable than the Compact Travel Hoodie because it lacks a zipper. Unbound Merino offers great zipper options, too, if you prefer, but we like layering with this one when we need extra warmth.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/unbound-merino/ultralight-packable-hoodie/) | [lock Pro Members get up to 15% off Unbound Merino](https://www.packhacker.com/pro/),3,draft
PKH-DN-018,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Branwyn Essential Bralette (x2),,Branwyn Essential Bralette (x2),clothing,to_pack,undecided,2,Branwyn Essential Bralette,,"The Branwyn Essential Bralette is made with Merino wool and has enough support and shoulder adjustability to be comfortable all day long. There’s no underwire, so it folds easily into a small packing cube. It even converts to a cross-back strap design, so you’re not limited in your shirt styles. For C-cup sizes or larger, opt for the Essential Busty Bra, which has a similar design with added support.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/branwyn/essential-bralette/),3,draft
PKH-DN-019,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Branwyn Essential Bikini (x2),,Branwyn Essential Bikini (x2),clothing,to_pack,undecided,2,Branwyn Essential Bikini,,"For the days a thong just won’t cut it. The Essential Bikini from Branwyn is made with Merino wool to wick away moisture throughout the day. It’s a great material for base layers, though you’ll still need to wash it between wears. Don’t worry, though—it dries fast!",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/branwyn/essential-bikini/),3,draft
PKH-DN-020,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Branwyn Essential Thong (x2),,Branwyn Essential Thong (x2),clothing,to_pack,undecided,2,Branwyn Essential Thong,,"The Essential Thong from Branwyn is made with Merino wool, which is something we like to see in base layers like underwear. We’re bringing two pairs in neutral and black, since we prefer to play it safe with panty lines.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/branwyn/essential-thong/),3,draft
PKH-DN-021,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Darn Tough Solid No Show Invisible Lightweight Lifestyle Sock (x3),,Darn Tough Solid No Show Invisible Lightweight Lifestyle Sock (x3),clothing,to_pack,undecided,3,Darn Tough Solid,,"Darn Tough describes these as, “The toughest sock you’ll never see,” and we have to agree. These socks are durable, breathable, and naturally antimicrobial, so you can wear them multiple times. They also stay in place with no slipping or bunching. Darn Tough even offers a lifetime warranty that we’ve tested ourselves. They’re on the pricier side, but it’s safe to say that one purchase gets you socks for life.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/darn-tough/solid-top-down-no-show-invisible-light/) | [$14.00 on Darn Tough](https://sovrn.co/1dxo8ws) [$18.95 on Amazon](https://www.amazon.com/dp/B08MWTWP5Q?tag=23ph-20&linkCode=ogi&th=1&psc=1),3,draft
PKH-DN-022,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,wayre Square Neck Bra Tank,,wayre Square Neck Bra Tank,clothing,to_pack,undecided,,wayre Square Neck,,"The wayre Square Neck Bra Tank works well with any of the pants on this list or layered under another top. It packs down super small and is comfortable for workouts or exploring a new place. The square neckline isn't for everyone, but the built-in bra shelf means you can bring fewer undergarments, and you can always choose a design that better suits your style.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/wayre/square-neck-bra-tank/),3,draft
PKH-DN-023,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,wayre Square Neck Button Front Tank,,wayre Square Neck Button Front Tank,clothing,to_pack,undecided,,wayre Square Neck,,"On hot days, you’ll be happy to have this wayre Square Neck Button Front Tank. The silk-like material is lightweight, dries super fast, and offers anti-odor protection, making it ideal for multiple days of wear. We like the button accents for a casual look that goes with anything, though it may feel cropped a little high if you’re not used to showing skin.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/wayre/square-neck-button-front-tank/),3,draft
PKH-DN-024,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Beyond Yoga Spacedye Good Day Classic Tank,,Beyond Yoga Spacedye Good Day Classic Tank,clothing,to_pack,undecided,,Beyond Yoga Spacedye,,"The Beyond Yoga Spacedye Good Day Classic Tank's mid-length flatters many body types. We love its built-in shelf bra, so we don't have to worry about ours showing, though we wish it had removable pads since the light colorways are a bit see-through. Still, the soft material is great for lounging, workouts, and layers. Plus, it looks better on its own than a traditional cami, so we're pairing it with all the pants and shorts on this list.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/beyond-yoga/spacedye-good-day-classic-tank/) | [$78.00 on Beyond Yoga](https://www.awin1.com/cread.php?awinmid=56353&awinaffid=461092&platform=dl&ued=https%3A%2F%2Fbeyondyoga.com%2Fproducts%2Fspacedye-good-day-classic-tank-dusty-forest-heather-sd4761),3,draft
PKH-DN-025,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Wool& Lily Ribbed Tank,,Wool& Lily Ribbed Tank,clothing,to_pack,undecided,,Wool& Lily Ribbed,,"Made with a blend of Merino wool and nylon, this Ribbed Tank can be dressy when necessary but not so formal that you can’t wear it every day. We like the variety the high neckline brings to our travel capsule wardrobe, and the thicker material adds some visual interest and dimension to an outfit.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/wool/lily-ribbed-tank/),3,draft
PKH-DN-026,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Andie Swim The Malibu,,Andie Swim The Malibu,clothing,to_pack,undecided,,Andie Swim The,,"We prefer to bring a one-piece suit, which can double as a bodysuit under pants or shorts. Andie Swim’s The Malibu adds a subtle trendiness to this list with its button front, though the brand has a ton of styles if you prefer a little less flair.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/andie-swim/the-malibu/) | [$95.00 on Andie Swim](https://go.skimresources.com/?id=104287X1560979&xs=1&url=https%3A%2F%2Fandieswim.com%2Fproducts%2Fthe-malibu-flat-black-classic),3,draft
PKH-DN-027,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Unbound Merino Slim Merino Crew Neck T‑Shirt,,Unbound Merino Slim Merino Crew Neck T‑Shirt,clothing,to_pack,undecided,,Unbound Merino Slim,,"A basic tee is a must, and Unbound Merino's Slim Merino Crew Neck T‑Shirt thrives in everyday situations. It feels more stylish than a plain tee, and the Merino wool material is ideal for working out or working on your laptop. It flies under the radar in looks, but we appreciate that it's more shapely than the boxy Merino Wool T-shirts we've seen before, and its versatility is hard to beat.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/unbound-merino/slim-merino-crew-neck-t%e2%80%91shirt/) | [lock Pro Members get up to 15% off Unbound Merino](https://www.packhacker.com/pro/),3,draft
PKH-DN-028,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Aday Made It T-Shirt,,Aday Made It T-Shirt,clothing,to_pack,undecided,,Aday Made It,,"ADAY’s Made it T-Shirt can be dressed up or down for practically any event. It’s polished enough for a business meeting and comfortable for everyday wear. We love how the relaxed fit adds some versatility to our wardrobe. Plus, it’s incredibly lightweight and quick-drying, which isn’t surprising considering it’s made of silk. Feels like it, too.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/aday/made-it-t-shirt/),3,draft
PKH-DN-029,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Wool& Natalia Wrap Top,,Wool& Natalia Wrap Top,clothing,to_pack,undecided,,Wool& Natalia Wrap,,"Hoodies aren't the best layers for every situation, so we're digging this Merino wool and nylon Natalia Wrap Top from Wool&, mostly because it looks much nicer than a basic sweatshirt or zip-up, especially if you're wearing a dress. It takes up much less space than many sweaters, making it a good choice for packability alone.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/wool/natalia-wrap-top/),3,draft
PKH-DN-030,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,lululemon Align High-Rise Skirt,,lululemon Align High-Rise Skirt,clothing,to_pack,undecided,,lululemon Align High-Rise,,"The lululemon Align High-Rise Skirt's soft nylon and Lycra material is comfortable to wear throughout the day, and thanks to its built-in shorts, we don't worry about its length. We like to dress it up for nights out on the town, but you'll also be more comfortable wearing it for lunch in the park.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/lululemon/align-high-rise-skirt/),3,draft
PKH-DN-031,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,prAna Stretch Zion Cargo Short,,prAna Stretch Zion Cargo Short,clothing,to_pack,undecided,,prAna Stretch Zion,,"The prAna Stretch Zion Cargo Short is a comfortable do-it-all bottom for warm weather days and afternoon hikes. It’s made with a quick-dry fabric, which means you can wear them when you might break a sweat, and the adjustable buckle waistline helps you dial in the fit for the ultimate comfort.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/prana/stretch-zion-cargo-short/),3,draft
PKH-DN-032,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,Quince Stretch Crepe Pleated Shorts,,Quince Stretch Crepe Pleated Shorts,clothing,to_pack,undecided,,Quince Stretch Crepe,,"With a high waist and wrinkle-resistant fabric, the Quince Stretch Crepe Pleated Shorts look nice enough for dressier occasions without being overkill for meeting a colleague at the coffee shop or shopping. The recycled material has a nice amount of stretch, and there are functional side and back pockets where you can tuck an essential, though weighing it down with heavy gear like a phone can make the shorts sag a bit",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/quince/stretch-crepe-pleated-shorts/),3,draft
PKH-DN-033,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,lululemon Daydrift High-Rise Trouser,,lululemon Daydrift High-Rise Trouser,clothing,to_pack,undecided,,lululemon Daydrift High-Rise,,"The Daydrift High-Rise Trouser from lululemon has that classic look that's easy to dress up for business and down for everyday wear. Its lightweight materials breathe and stretch with you, so it's comfortable whether you're working away at a deadline or wandering around the city. While they have a pull-on waistband for easy comfort, there's a faux fly, so they don't look like loungewear, even if they feel that way.",来源章节: Clothing & Accessories | [See Details & Buying Options](https://www.packhacker.com/travel-gear/lululemon/daydrift-high-rise-trouser/),3,draft
PKH-DN-034,Digital Nomad Packing List,https://www.packhacker.com/packing-list/digital-nomad/,Pack Hacker,en,article,,,,digital nomad / remote work / one bag,面向长期远程工作的环球出行清单，强调一包出行、可复用与跨场景切换。,prAna Stretch Zion Cargo Pant,,prAna Stretch Zion Cargo Pant,clothing,to_pack,undecided,,prAna Stretch Zion,,"We like super casual bottoms like the prAna Stretch Zion Caro Pant for more active days, whether hiking in the nearby woods or walking around the city. The stretchy, comfortable material is breezy and lightweight, so it's super packable. You can cinch up the ankles to change up the look or protect your legs. These pants are also the kind you can sit in all day without getting uncomfortable, and the waist has buckles for an adjustable fit.",来源章节: Clothing & Accessories | [See Review & Buying Options](https://www.packhacker.com/travel-gear/prana/stretch-zion-cargo-pant/),3,draft
