record_id,source_title,source_url_or_ref,author_name,source_language,source_type,published_at,trip_time_start,trip_time_end,trip_style,summary_zh,item_name_raw,item_name_zh,item_name_en,category,status_recommend,container_recommend,quantity_recommend,brand_raw,brand_normalized,reason_raw,source_quote_or_timecode,confidence_item,record_status,source_logo_url
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-017,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,"Jacket, vest, pants, gloves, hat (see Clothing Options)",,"Jacket, vest, pants, gloves, hat (see Clothing Options)",clothing,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sunglasses,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-018,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,4. Illumination,,4. Illumination,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sunglasses,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-019,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,Headlamp or flashlight (plus spare),,Headlamp or flashlight (plus spare),electronics,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sunglasses,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-020,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,Extra batteries (kept near body when cold),,Extra batteries (kept near body when cold),other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sunglasses,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-021,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,5. First-aid supplies,,5. First-aid supplies,first_aid,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sunglasses,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-022,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,First-aid kit (see our First-Aid Checklist),,First-aid kit (see our First-Aid Checklist),first_aid,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sunglasses,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-023,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,6. Fire,,6. Fire,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sunglasses,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-024,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,Matches or lighter,,Matches or lighter,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Sunglasses,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-025,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,Fire starter (for emergency survival fire),,Fire starter (for emergency survival fire),other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Waterproof container,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-026,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,7. Repair kit and tools,,7. Repair kit and tools,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Waterproof container,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-027,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,Knife or multi-tool,,Knife or multi-tool,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Waterproof container,3,draft,https://www.rei.com/favicon.ico
REI_BACKCOUNTRY_SKI_SNOWBOARD_CHECKLIST-CDP-028,Backcountry Skiing/Snowboarding Checklist,https://www.rei.com/learn/expert-advice/backcountry-skiing-snowboarding-checklist.html,REI Co-op,en,article,,,,backcountry-ski / snowboarding / avalanche-terrain,REI 越野滑雪/单板清单，核心是雪崩地形安全配置。,Repair/duct tape strips; repair items as needed,,Repair/duct tape strips; repair items as needed,other,to_pack,undecided,1,,,CDP 提取自 REI 条目清单，建议按行程场景做二次筛选。,Waterproof container,3,draft,https://www.rei.com/favicon.ico
